trknum,CreateDate,ProductName,Topic,Subtopic,Platform,PageCount
7612584759,12OCT2018:20:52:48.877,SAS Ondemand for Academics: Control Center,usage,r&d assistance,linux x64,1
7612578212,05OCT2018:18:12:30.363,SAS OnDemand for Academics,performance,,aix 64bit,4
7612566914,25SEP2018:19:30:15.293,SAS OnDemand for Academics: Enterprise Miner,usage,,win10,9
7612591565,21OCT2018:15:20:37.193,SAS Ondemand for Academics: Control Center,log on,r&d assistance,linux x64,3
7612561272,19SEP2018:17:22:11.750,SAS Ondemand for Academics: Control Center,log on,r&d assistance,linux x64,4
7612374058,27FEB2018:20:21:32.667,External Web,SAS profile,activation e-mail,web browser,4
7612484899,28JUN2018:15:38:06.240,External Web,SAS profile,profile creation error,web browser,4
7612349355,01FEB2018:16:11:36.680,SAS OnDemand for Academics,log on,,win10,4
7612451236,22MAY2018:14:47:56.573,SAS Ondemand for Academics: Control Center,outage,,,1
7612458559,30MAY2018:18:37:43.003,External Web,SAS profile,password reset,web browser,4
7612284975,16NOV2017:17:19:40.673,SAS University Edition Basic vApp,error,,win10,5
7612406530,02APR2018:15:47:05.287,SAS University Edition Basic vApp,usage,,,6
7612368842,22FEB2018:03:02:33.857,SAS OnDemand for Academics: Enterprise Miner,interest,r&d assistance,win10,4
7612349368,01FEB2018:16:18:47.480,SAS University Edition Basic vApp,virtualbox,settings,winx64,4
7612553683,11SEP2018:23:36:56.290,SAS University Edition Basic vApp,virtualbox,bios,windows,7
7612424700,21APR2018:02:11:45.177,External Web,SAS profile,profile creation error,,4
7612349614,01FEB2018:18:45:50.050,SAS Ondemand for Academics: Control Center,interest,r&d assistance,,6
7612399346,23MAR2018:19:23:21.873,e-Learning,Technical Problem,,,4
7612285269,16NOV2017:20:49:20.087,SAS University Edition Basic for Amazon Marketplace,download,,,10
7612424829,22APR2018:09:12:13.490,External Web,SAS profile,profile creation error,,4
7612273263,06NOV2017:16:07:11.503,,,,,4
7612387665,13MAR2018:02:47:12.360,External Web,SAS profile,password reset,,7
7612291678,25NOV2017:09:05:54.410,Certification,,,,5
7612412780,09APR2018:12:34:40.160,External Web,SAS profile,,,2
7612509799,26JUL2018:15:28:35.843,e-Learning,Technical Problem,,win10,10
7612318937,30DEC2017:12:39:48.837,,SAS profile,,,4
7612374306,28FEB2018:02:15:04.540,SAS University Edition Basic vApp,virtualbox,,win10,4
7612387391,12MAR2018:19:35:10.067,External Web,SAS profile,password reset,z/os,6
7612369587,22FEB2018:17:07:49.697,SAS OnDemand for Academics,instructor data,,windows,7
7612451300,22MAY2018:15:27:01.560,SAS University Edition Basic vApp,usage,refered to communities,mac x64,10
7612362692,15FEB2018:15:24:44.660,External Web,SAS profile,profile creation error,,4
7612324275,08JAN2018:03:02:40.027,SAS OnDemand for Academics: Enterprise Miner,java,,,8
7612305512,11DEC2017:14:49:57.967,SAS OnDemand for Academics,log on,,,4
7612451175,22MAY2018:14:11:54.780,SAS Ondemand for Academics: Control Center,log on,r&d assistance,,16
7612405780,31MAR2018:02:06:20.143,Jupyter Notebook - SAS Kernel,usage,,,7
7612324026,06JAN2018:14:23:28.337,External Web,SAS profile,activation e-mail,,4
7612380964,06MAR2018:13:44:06.687,External Web,SAS profile,activation e-mail,web browser,4
7612369329,22FEB2018:14:38:54.793,External Web,SAS profile,,,4
7612419199,16APR2018:13:24:47.513,SAS University Edition Basic vApp,virtualbox,,,7
7612336932,19JAN2018:19:41:37.980,SAS OnDemand for Academics: Enterprise Miner,installation,,,3
7612355876,08FEB2018:11:25:41.870,SAS OnDemand for Academics,log on,,,3
7612330549,12JAN2018:21:12:10.337,External Web,SAS profile,password reset,,3
7612444620,15MAY2018:05:03:14.580,SAS OnDemand for Academics,log on,,,4
7612376900,01MAR2018:21:54:18.973,SAS OnDemand for Academics: Enterprise Miner,usage,,,6
7612369632,22FEB2018:17:45:36.250,SAS Store,,,,6
7612309729,14DEC2017:19:40:14.127,SAS University Edition Basic vApp,usage,refered to communities,,4
7612337380,21JAN2018:15:02:10.433,SAS OnDemand for Academics: Enterprise Miner,java,,win10,11
7612515511,01AUG2018:19:17:49.397,SAS OnDemand for Academics: Enterprise Miner,java,,win10,11
7612476284,19JUN2018:21:15:51.723,SAS University Edition Basic vApp,download,,win10,12
7612330764,13JAN2018:18:33:17.563,SAS OnDemand for Academics: Enterprise Miner,java,,,4
7612448811,18MAY2018:15:30:47.300,SAS OnDemand for Academics: Enterprise Miner,log on,,,1
7612435713,04MAY2018:04:33:28.067,SAS OnDemand for Academics: Enterprise Miner,usage,,,5
7612316898,24DEC2017:12:40:04.567,External Web,SAS profile,password reset,,6
7612515394,01AUG2018:17:53:14.420,SAS OnDemand for Academics: Enterprise Miner,configuration,,win10,13
7612289560,22NOV2017:01:14:29.633,SAS OnDemand for Academics,log on,,win10,2
7612409264,04APR2018:18:03:14.033,External Web,SAS profile,password reset,web browser,2
7612369985,22FEB2018:22:44:31.497,SAS OnDemand for Academics: Enterprise Miner,java,,win10,1
7612455537,26MAY2018:01:33:02.063,SAS University Edition Basic vApp,download,,,4
7612350866,02FEB2018:19:10:36.220,SAS Studio,log on,,,9
7612363660,16FEB2018:11:25:56.463,SAS OnDemand for Academics,log on,,,6
7612351298,04FEB2018:04:39:06.167,External Web,SAS profile,activation e-mail,,4
7612331125,15JAN2018:06:54:28.477,External Web,SAS profile,,,7
7612330752,13JAN2018:17:38:19.897,SAS University Edition Basic vApp,error,other,,12
7612483277,27JUN2018:13:44:42.403,SAS University Edition Basic vApp,download,,win10,4
7612344509,29JAN2018:06:11:00.000,External Web,SAS profile,subscriptions,web browser,4
7612403286,28MAR2018:17:15:35.850,SAS OnDemand for Academics,registration,,win10,6
7612350999,02FEB2018:20:39:48.160,SAS University Edition Basic vApp,shared folder,,win10,5
7612376931,01MAR2018:22:32:52.223,SAS University Edition Basic vApp,virtualbox,settings,,4
7612442393,11MAY2018:12:27:52.087,External Web,SAS profile,email update/change,,4
7612415388,11APR2018:12:43:30.543,SAS OnDemand for Academics,log on,,,3
7612283079,15NOV2017:10:36:01.750,Web Profile,no meaningful topic,,,4
7612296148,30NOV2017:05:18:02.787,External Web,,,web browser,4
7612338163,22JAN2018:16:07:20.913,SAS Viya Trial,log on,,,33
7612309170,14DEC2017:13:04:05.820,SAS University Edition Basic vApp,error,,,4
7612376600,01MAR2018:18:03:19.877,External Web,SAS profile,,,2
7612363177,15FEB2018:20:29:48.463,External Web,SAS profile,password reset,web browser,4
7612296478,30NOV2017:12:49:01.210,SAS OnDemand for Academics: Enterprise Miner,installation,,win10,10
7612296000,29NOV2017:23:18:24.910,SAS University Edition Basic vApp,jupyter notebook,,win10,11
7612388973,14MAR2018:02:05:33.537,SAS OnDemand for Academics: Enterprise Miner,java,,,10
7612344390,29JAN2018:00:33:52.307,SAS OnDemand for Academics,log on,,win10,6
7612409710,05APR2018:03:50:06.633,SAS University Edition Basic vApp,usage,refered to communities,win10,8
7612357752,09FEB2018:21:12:34.213,External Web,SAS profile,activation e-mail,web browser,7
7612526392,14AUG2018:14:54:10.630,SAS Ondemand for Academics: Control Center,log on,,,1
7612312347,18DEC2017:21:24:51.573,SAS OnDemand for Academics: Enterprise Guide,installation,,win10,7
7612331719,15JAN2018:17:20:18.393,SAS University Edition Basic vApp,update,,mac x64,1
7612539794,28AUG2018:20:09:44.110,SAS University Edition Basic vApp,download,,windows,1
7612480808,25JUN2018:15:10:02.243,SAS University Edition Basic vApp,error,other,win10,8
7612553220,11SEP2018:16:03:44.227,SAS University Edition Basic vApp,shared folder,,mac x64,1
7612580696,09OCT2018:16:50:23.147,Certification,certification records management system,,win10,9
7612473971,18JUN2018:03:26:00.647,SAS Ondemand for Academics: Control Center,documentation,r&d assistance,,7
7612358079,11FEB2018:13:09:08.100,SAS Ondemand for Academics: Control Center,outage,r&d assistance,,4
7612473539,15JUN2018:19:36:33.853,SAS University Edition Basic vApp,no meaningful topic,,win10,1
7612565488,24SEP2018:18:59:10.513,SAS University Edition Basic vApp,error,other,mac x64,9
7612500671,17JUL2018:13:28:13.843,External Web,SAS profile,password reset,web browser,4
7612473667,16JUN2018:00:08:12.983,External Web,SAS profile,password reset,web browser,2
7612345486,29JAN2018:20:21:14.267,External Web,SAS profile,activation e-mail,,4
7612559116,18SEP2018:03:50:20.950,External Web,SAS profile,password reset,web browser,4
7612402262,27MAR2018:19:44:00.657,External Web,SAS profile,password reset,web browser,4
7612401864,27MAR2018:15:37:20.293,External Web,SAS profile,,,3
7612500373,17JUL2018:08:33:09.727,SAS University Edition Basic vApp,update,,win10,4
7612558625,17SEP2018:17:13:32.707,SAS University Edition Basic vApp,usage,refered to communities,win7,2
7612358073,11FEB2018:12:44:15.100,SAS OnDemand for Academics,outage,dashboard,win10,4
7612576919,04OCT2018:16:46:46.533,SAS University Edition Basic vApp,error,other,mac x64,1
7612512414,30JUL2018:16:09:59.860,SAS University Edition Basic vApp,inquiry/interest,,win10,4
7612312664,19DEC2017:07:21:27.000,External Web,,,web browser,3
7612558832,17SEP2018:19:46:49.153,EdCloud-iSeries,usage,,win10,1
7612286596,18NOV2017:14:22:03.027,External Web,SAS profile,password reset,web browser,4
7612332068,16JAN2018:00:30:26.707,SAS University Edition Basic vApp,download,,win10,1
7612292427,27NOV2017:14:04:49.053,SAS Viya Trial,log on,,,9
7612319063,31DEC2017:17:10:56.987,External Web,SAS profile,profile creation error,,4
7612487068,02JUL2018:11:15:56.693,External Web,SAS profile,activation e-mail,web browser,2
7612441022,10MAY2018:06:45:23.210,External Web,SAS profile,activation e-mail,web browser,4
7612540364,29AUG2018:11:21:05.943,SAS OnDemand for Academics,registration,,win10,4
7612338241,22JAN2018:16:43:18.587,External Web,SAS profile,,,4
7612553529,11SEP2018:20:19:16.210,SAS University Edition Basic vApp,download,,linux x64,1
7612292551,27NOV2017:15:11:49.073,SAS Viya Trial,log on,,,6
7612565332,24SEP2018:17:56:19.440,SAS University Edition Basic vApp,usage,,linux x64,1
7612401912,27MAR2018:16:01:08.010,SAS University Edition Basic vApp,download,,,7
7612476267,19JUN2018:21:02:13.850,External Web,SAS profile,password reset,web browser,4
7612344495,29JAN2018:05:25:56.323,SAS OnDemand for Academics: SAS Studio,performance,r&d assistance,web browser,5
7612422195,18APR2018:19:09:48.080,SAS OnDemand for Academics: Enterprise Miner,no meaningful topic,,,1
7612502360,18JUL2018:18:24:15.787,SAS University Edition Basic vApp,usage,refered to communities,,1
7612324008,06JAN2018:10:28:27.373,SAS OnDemand for Academics: Enterprise Miner,log on,r&d assistance,win10,2
7612389275,14MAR2018:10:42:44.587,External Web,SAS profile,profile creation error,,8
7612428419,25APR2018:19:41:36.780,SAS OnDemand for Academics: Enterprise Miner,usage,,,4
7612428668,26APR2018:00:57:35.043,External Web,SAS profile,profile creation error,,4
7612316976,25DEC2017:01:23:07.417,SAS University Edition Basic vApp,error,other,,6
7612442152,11MAY2018:06:50:44.733,Certification,Badging,,,7
7612455101,25MAY2018:14:43:26.303,JMP software,,,windows,4
7612316585,22DEC2017:17:44:41.717,SAS Studio,installation,,win10,1
7612369596,22FEB2018:17:12:28.450,SAS University Edition Basic vApp,error,,,3
7612455782,27MAY2018:21:49:41.767,External Web,SAS profile,deletion request,,3
7612402501,28MAR2018:02:30:28.957,SAS University Edition Basic vApp,no meaningful topic,,,12
7612521387,08AUG2018:15:05:59.467,SAS University Edition Basic for Amazon Marketplace,performance,hanging,win10,10
7612323256,05JAN2018:11:07:20.607,External Web,SAS profile,email update/change,,4
7612331066,15JAN2018:04:59:25.700,SAS OnDemand for Academics,performance,,win10,9
7612482515,26JUN2018:20:00:45.237,SAS University Edition Basic vApp,error,other,win10,5
7612595093,24OCT2018:13:43:59.133,SAS OnDemand for Academics: SAS Studio,performance,r&d assistance,mac os,4
7612282629,14NOV2017:22:24:33.230,SAS OnDemand for Academics: SAS Studio,performance,,,7
7612317093,25DEC2017:15:39:12.277,SAS University Edition Basic vApp,download,,win7,6
7612316528,22DEC2017:16:13:51.387,External Web,SAS profile,activation e-mail,,5
7612351410,04FEB2018:21:13:20.960,External Web,SAS profile,password reset,,2
7612323946,05JAN2018:22:48:23.553,SAS University Edition Basic vApp,update,,winx64,8
7612455801,28MAY2018:00:19:44.373,SAS University Edition Basic vApp,usage,,win8.1,7
7612350945,02FEB2018:20:02:16.833,SAS OnDemand for Academics,options,,win10,4
7612370040,23FEB2018:00:07:51.337,SAS OnDemand for Academics: SAS Studio,instructor data,,web browser,9
7612409554,04APR2018:21:30:54.780,SAS Solutions OnDemand,SSOD to TS Ambassador,,windows,13
7612289567,22NOV2017:01:40:30.187,SAS OnDemand for Academics: Forecast Server,performance,r&d assistance,,20
7612442076,11MAY2018:03:07:40.993,Miscellaneous,no meaningful topic,,,8
7612269549,01NOV2017:15:41:45.120,SAS OnDemand for Academics: Enterprise Miner,usage,,windows,4
7612442598,11MAY2018:15:32:54.270,e-Learning,Sample data/practice files,,win10,5
7612331312,15JAN2018:10:59:27.297,External Web,SAS profile,password reset,,4
7612363225,15FEB2018:21:08:49.310,SAS University Edition Basic vApp,download,,win10,3
7612495245,11JUL2018:10:30:06.290,External Web,SAS profile,activation e-mail,web browser,4
7612499872,16JUL2018:19:17:08.883,External Web,SAS profile,activation e-mail,web browser,4
7612559832,18SEP2018:16:01:24.643,SAS OnDemand for Academics: Enterprise Miner,java,,win10,6
7612545658,04SEP2018:17:51:07.640,SAS University Edition Basic vApp,shared folder,,mac x64,1
7612583368,11OCT2018:17:55:01.863,SAS Ondemand for Academics: Control Center,log on,r&d assistance,linux x64,4
7612529792,17AUG2018:15:51:21.047,SAS University Edition Basic vApp,error,other,win10,4
7612567187,26SEP2018:02:14:27.390,SAS University Edition Basic vApp,virtualbox,settings,win10,6
7612578648,07OCT2018:16:25:38.360,SAS University Edition Basic vApp,error,,linux x64,4
7612563819,21SEP2018:16:09:09.990,SAS University Edition Basic vApp,usage,refered to communities,win10,6
7612566824,25SEP2018:18:11:55.327,External Web,SAS profile,profile creation,web browser,2
7612557822,17SEP2018:04:32:29.560,SAS OnDemand for Academics,log on,,win10,1
7612550939,08SEP2018:23:47:56.490,SAS Viya Trial,log on,,,2
7612586687,16OCT2018:07:06:06.320,External Web,SAS profile,profile creation,web browser,2
7612539405,28AUG2018:16:29:48.233,External Web,SAS profile,activation e-mail,web browser,4
7612555771,13SEP2018:15:06:48.173,SAS OnDemand for Academics,log on,,win10,1
7612552049,10SEP2018:16:54:53.330,SAS Ondemand for Academics: Control Center,log on,,linux x64,1
7612559967,18SEP2018:17:36:26.093,SAS OnDemand for Academics: Enterprise Miner,configuration,,win10,9
7612578664,07OCT2018:17:43:13.263,SAS OnDemand for Academics: Enterprise Miner,usage,,win10,5
7612571226,28SEP2018:14:24:26.617,External Web,SAS profile,password reset,web browser,3
7612599296,29OCT2018:15:29:50.183,SAS OnDemand for Academics: Enterprise Miner,installation,,windows,1
7612559984,18SEP2018:17:46:40.937,SAS University Edition Basic vApp,download,,win10,1
7612550721,07SEP2018:20:14:30.980,SAS University Edition Basic vApp,error,bios,win10,1
7612542133,30AUG2018:16:28:27.487,SAS University Edition Basic vApp,error,other,mac x64,3
7612593072,22OCT2018:21:41:01.690,,,,,2
7612592415,22OCT2018:14:50:10.150,External Web,SAS profile,,,3
7612550940,08SEP2018:23:48:41.957,SAS Viya Trial,log on,,,3
7612579586,08OCT2018:18:01:17.907,SAS University Edition Basic vApp,download,,win10,5
7612587298,16OCT2018:15:24:15.150,SAS Solutions OnDemand,ncb-p,,win10,9
7612552350,10SEP2018:21:35:30.613,SAS University Edition Basic vApp,shared folder,,linux x64,1
7612399157,23MAR2018:16:43:07.987,SAS University Edition Basic vApp,usage,refered to communities,mac x64,1
7612563396,21SEP2018:08:41:41.830,External Web,SAS profile,activation e-mail,web browser,4
7612534649,23AUG2018:07:52:52.517,External Web,SAS profile,activation e-mail,web browser,4
7612582219,10OCT2018:20:02:29.237,External Web,Tracks,,web browser,2
7612578692,07OCT2018:21:20:47.237,SAS University Edition Basic vApp,no meaningful topic,,win10,10
7612584800,12OCT2018:23:05:33.370,SAS University Edition Basic vApp,error,other,mac x64,13
7612581782,10OCT2018:14:35:44.193,SAS OnDemand for Academics: Enterprise Guide,performance,,win10,1
7612586717,16OCT2018:07:44:54.213,External Web,SAS profile,profile creation,web browser,2
7612335558,18JAN2018:17:00:51.303,SAS University Edition Basic vApp,usage,refered to communities,win10,7
7612498803,15JUL2018:17:35:33.613,SAS University Edition Basic vApp,update,,winx64,5
7612549513,06SEP2018:20:36:55.310,SAS Ondemand for Academics: Control Center,log on,,linux x64,8
7612530661,20AUG2018:04:45:45.750,SAS Ondemand for Academics: Control Center,registration,,linux x64,4
7612549492,06SEP2018:20:11:30.693,SAS University Edition Basic vApp,usage,refered to communities,mac x64,4
7612562750,20SEP2018:16:57:03.677,SAS University Edition Basic vApp,error,other,windows,4
7612269166,01NOV2017:07:59:55.320,External Web,SAS profile,profile creation error,web browser,2
7612511035,27JUL2018:16:50:21.003,SAS University Edition Basic vApp,inquiry/interest,,linux x64,2
7612479917,23JUN2018:06:01:24.667,SAS University Edition Basic vApp,download,,mac x64,4
7612308213,13DEC2017:16:33:47.953,SAS University Edition Basic vApp,error,other,win10,8
7612341674,25JAN2018:03:11:29.497,SAS OnDemand for Academics,performance,,win10,10
7612574504,02OCT2018:18:28:54.100,External Web,SAS profile,password reset,web browser,5
7612498722,15JUL2018:05:21:22.347,External Web,SAS profile,password reset,web browser,4
7612537599,27AUG2018:13:04:11.700,SAS EVAAS for K-12,,,windows,1
7612427208,24APR2018:19:34:32.590,Certification,Interest,,win10,1
7612511429,28JUL2018:14:48:08.820,External Web,SAS profile,password reset,web browser,4
7612524364,12AUG2018:02:14:34.983,SAS Ondemand for Academics: Control Center,log on,r&d assistance,linux x64,4
7612543801,02SEP2018:00:54:26.653,External Web,SAS profile,deletion request,web browser,6
7612498742,15JUL2018:07:48:24.353,External Web,SAS profile,password reset,web browser,4
7612446772,16MAY2018:20:13:50.270,External Web,SAS profile,activation e-mail,web browser,4
7612504376,20JUL2018:13:36:19.410,External Web,SAS profile,password reset,web browser,4
7612510944,27JUL2018:15:46:05.453,SAS University Edition Basic vApp,virtualbox,settings,mac x64,2
7612328703,11JAN2018:12:51:06.853,SAS University Edition Basic vApp,vmware player,settings,win10,8
7612268540,31OCT2017:16:09:38.817,External Web,SAS profile,password reset,web browser,4
7612504592,20JUL2018:16:16:36.910,SAS University Edition Basic vApp,error,bios,win10,4
7612308648,13DEC2017:22:12:44.147,External Web,SAS profile,password reset,web browser,3
7612452853,23MAY2018:18:24:54.417,SAS University Edition Basic vApp,virtualbox,,win7,10
7612556688,14SEP2018:11:48:10.783,SAS University Edition Basic vApp,error,bios,linux x64,21
7612347832,31JAN2018:14:54:14.340,SAS OnDemand for Academics,registration,,,4
7612354624,07FEB2018:11:58:20.313,SAS OnDemand for Academics,no meaningful topic,,win10,8
7612531063,20AUG2018:13:29:16.333,SAS University Edition Basic vApp,error,other,windows,3
7612386118,10MAR2018:18:15:22.107,SAS OnDemand for Academics,outage,dashboard,,4
7612530515,19AUG2018:20:23:40.053,External Web,SAS profile,deletion request,web browser,4
7612549653,06SEP2018:23:19:57.817,External Web,SAS profile,activation e-mail,web browser,4
7612492476,09JUL2018:06:14:16.020,External Web,SAS profile,password reset,web browser,5
7612358127,11FEB2018:15:23:10.303,SAS OnDemand for Academics,outage,dashboard,win10,3
7612339640,23JAN2018:17:16:18.843,External Web,SAS profile,,,1
7612457152,29MAY2018:16:14:20.717,External Web,SAS profile,profile creation error,,5
7612497118,12JUL2018:18:00:32.443,SAS University Edition Basic vApp,usage,refered to communities,win7,3
7612358093,11FEB2018:14:06:10.507,SAS OnDemand for Academics,log on,,win10,4
7612463903,06JUN2018:04:19:02.040,External Web,SAS profile,,,4
7612358112,11FEB2018:15:06:09.780,SAS OnDemand for Academics,outage,workspace,win10,4
7612365620,19FEB2018:21:07:12.260,SAS University Edition Basic vApp,download,,windows,3
7612437043,07MAY2018:06:12:34.757,External Web,SAS profile,activation e-mail,,4
7612273892,07NOV2017:01:31:19.340,External Web,ondemand profile,,web browser,4
7612430880,28APR2018:02:45:16.843,External Web,SAS profile,profile creation error,,4
7612410524,05APR2018:17:05:20.437,External Web,SAS profile,email update/change,,3
7612287389,20NOV2017:13:27:51.797,External Web,,,web browser,4
7612542934,31AUG2018:10:07:50.507,Miscellaneous,no meaningful topic,,win10,1
7612404037,29MAR2018:12:38:20.233,External Web,SAS profile,profile creation error,,4
7612273860,07NOV2017:00:27:16.847,SAS OnDemand for Academics: Enterprise Miner,configuration,,win7,6
7612307140,12DEC2017:18:01:46.053,e-Learning,Content question,,win7,9
7612332736,16JAN2018:15:33:35.340,SAS OnDemand for Academics,instructor data,,,4
7612397277,22MAR2018:07:42:30.413,External Web,SAS profile,activation e-mail,web browser,2
7612366052,20FEB2018:10:06:24.740,SAS OnDemand for Academics,outage,,,7
7612365551,19FEB2018:19:42:14.277,SAS Ondemand for Academics: Control Center,log on,,,6
7612483564,27JUN2018:16:46:50.260,SAS OnDemand for Academics: SAS Studio,usage,,web browser,10
7612293426,28NOV2017:04:55:10.277,SAS OnDemand for Academics: SAS Studio,performance,r&d assistance,,5
7612358130,11FEB2018:15:27:10.193,SAS Ondemand for Academics: Control Center,log on,,linux x64,4
7612483888,27JUN2018:21:30:19.807,External Web,SAS profile,profile creation error,web browser,4
7612346408,30JAN2018:15:04:19.057,SAS OnDemand for Academics,registration,,windows,3
7612390286,15MAR2018:01:02:53.650,SAS OnDemand for Academics,log on,,winx64,5
7612536562,24AUG2018:18:21:33.833,SAS University Edition Basic vApp,error,other,mac x64,1
7612417214,12APR2018:19:39:39.077,SAS University Edition Basic vApp,usage,,,4
7612306896,12DEC2017:15:25:15.457,External Web,SAS profile,,,3
7612416917,12APR2018:15:52:47.833,External Web,SAS profile,activation e-mail,web browser,4
7612273556,06NOV2017:19:26:12.960,SAS University Edition Basic vApp,error,other,win10,9
7612345692,29JAN2018:22:58:11.793,SAS University Edition Basic vApp,download,,win10,14
7612352539,05FEB2018:20:17:44.313,SAS OnDemand for Academics,no meaningful topic,,,5
7612497419,12JUL2018:23:56:43.160,SAS OnDemand for Academics,performance,,win10,5
7612490389,05JUL2018:17:47:08.770,SAS University Edition Basic vApp,error,other,win10,9
7612352608,05FEB2018:21:15:51.337,SAS University Edition Basic vApp,update,,winx64,4
7612438808,08MAY2018:14:13:53.623,General Product Information,installation,electronic software download (ESD),,1
7612573325,01OCT2018:21:55:02.090,SAS OnDemand for Academics: Enterprise Miner,outage,,linux x64,4
7612587255,16OCT2018:15:06:53.297,SAS Ondemand for Academics: Control Center,usage,r&d assistance,linux x64,4
7612392604,16MAR2018:20:13:37.170,SAS Ondemand for Academics: Control Center,usage,r&d assistance,,4
7612573424,02OCT2018:01:15:14.957,SAS OnDemand for Academics,log on,,aix 64bit,6
7612573421,02OCT2018:01:13:14.800,SAS OnDemand for Academics,outage,,win10,4
7612547022,05SEP2018:17:38:04.660,e-Learning,Content question,r&d assistance,windows,1
7612584807,12OCT2018:23:34:45.350,SAS OnDemand for Academics: Enterprise Miner,usage,,linux x64,7
7612534042,22AUG2018:18:06:42.733,SAS Solutions OnDemand,login problem,,windows,9
7612527205,15AUG2018:11:43:27.100,Miscellaneous,options,,win10,8
7612493217,09JUL2018:17:22:29.797,SAS University Edition Basic vApp,error,other,win10,5
7612340714,24JAN2018:14:14:16.023,SAS OnDemand for Academics,log on,,winx64,1
7612527751,15AUG2018:19:35:10.500,SAS University Edition Basic vApp,download,,winx64,11
7612304558,08DEC2017:19:44:56.513,Miscellaneous,no meaningful topic,,,4
7612304627,08DEC2017:20:41:56.430,External Web,,,,4
7612514409,31JUL2018:21:57:55.980,SAS Solutions OnDemand,login problem,,win10,7
7612534084,22AUG2018:18:34:45.800,External Web,SAS profile,password reset,web browser,5
7612304174,08DEC2017:14:38:58.820,SAS OnDemand for Academics,log on,,,3
7612311157,16DEC2017:20:09:45.490,External Web,ondemand profile,,web browser,2
7612478964,22JUN2018:05:40:03.390,External Web,SAS profile,activation e-mail,web browser,4
7612317861,27DEC2017:15:18:30.333,External Web,SAS profile,password reset,,4
7612310787,15DEC2017:18:42:37.020,External Web,SAS profile,,web browser,7
7612412058,07APR2018:09:27:54.113,External Web,SAS profile,,,1
7612326387,09JAN2018:18:34:00.710,External Web,SAS profile,email update/change,,3
7612326557,09JAN2018:20:00:54.990,External Web,SAS profile,password reset,web browser,11
7612349918,01FEB2018:22:03:03.823,SAS OnDemand for Academics: Enterprise Miner,instructor data,,,1
7612445397,15MAY2018:17:54:27.940,SAS University Edition Basic vApp,download,,,5
7612392323,16MAR2018:16:35:13.390,External Web,SAS profile,,,4
7612291148,24NOV2017:03:01:19.240,SAS OnDemand for Academics: Enterprise Miner,log on,,,7
7612418639,15APR2018:16:04:50.353,SAS OnDemand for Academics,log on,,,4
7612367182,21FEB2018:00:34:35.957,SAS OnDemand for Academics,outage,dashboard,win10,5
7612465165,07JUN2018:01:42:21.783,External Web,SAS profile,activation e-mail,,4
7612385056,09MAR2018:09:02:52.923,SAS University Edition Basic vApp,error,bios,,6
7612411651,06APR2018:16:25:38.753,External Web,SAS profile,password reset,web browser,4
7612457659,30MAY2018:03:07:33.097,e-Learning,Activation/Access Problem,,,6
7612405642,30MAR2018:20:01:18.850,SAS OnDemand for Academics,log on,,,4
7612359379,12FEB2018:22:15:47.230,SAS OnDemand for Academics: Enterprise Miner,configuration,,,5
7612375989,01MAR2018:11:39:10.167,SAS OnDemand for Academics,log on,,,4
7612516305,02AUG2018:14:07:23.943,SAS University Edition Basic vApp,virtualbox,settings,mac x64,4
7612380989,06MAR2018:14:02:05.200,External Web,SAS profile,,,4
7612406048,02APR2018:02:07:02.367,SAS OnDemand for Academics,log on,,,4
7612349266,01FEB2018:15:25:13.187,External Web,SAS profile,,,4
7612298635,03DEC2017:12:48:08.927,External Web,SAS profile,,,7
7612330370,12JAN2018:18:34:12.410,SAS University Edition Basic vApp,inquiry/interest,,,4
7612373862,27FEB2018:17:57:22.077,SAS University Edition Basic vApp,vmware player,bios,,1
7612273079,06NOV2017:14:24:47.247,SAS University Edition Basic vApp,error,other,,1
7612362825,15FEB2018:16:26:25.670,e-Learning,Activation/Access Problem,,,2
7612330620,12JAN2018:23:10:55.380,SAS University Edition Basic vApp,error,other,mac x64,7
7612495975,11JUL2018:19:41:38.687,SAS University Edition Basic vApp,update,,win10,6
7612318748,29DEC2017:14:51:42.577,SAS OnDemand for Academics,no meaningful topic,,,5
7612291897,26NOV2017:20:41:28.523,SAS OnDemand for Academics: Enterprise Miner,usage,,,4
7612496378,12JUL2018:07:36:26.820,External Web,SAS profile,activation e-mail,web browser,4
7612484325,28JUN2018:10:17:32.127,SAS University Edition Basic vApp,update,,win7,4
7612337102,19JAN2018:22:02:34.823,SAS University Edition Basic vApp,update,,mac x64,8
7612374250,28FEB2018:00:16:00.937,SAS OnDemand for Academics: Enterprise Miner,usage,,,8
7612330622,12JAN2018:23:18:11.340,SAS OnDemand for Academics: Enterprise Miner,java,,win10,6
7612541251,29AUG2018:22:56:13.390,SAS University Edition Basic vApp,,,linux x64,1
7612534815,23AUG2018:11:11:55.903,SAS Viya Trial,sas data preparation,,,11
7612406499,02APR2018:15:16:22.180,External Web,SAS profile,password reset,,3
7612387660,13MAR2018:02:40:18.707,SAS University Edition Basic vApp,no meaningful topic,,win10,4
7612330480,12JAN2018:20:07:17.857,SAS OnDemand for Academics,log on,,,11
7612330391,12JAN2018:18:54:09.873,External Web,SAS profile,profile creation,web browser,4
7612330616,12JAN2018:23:06:25.067,External Web,SAS profile,password reset,,11
